TransactionID,Time,Date,Drinker,License,Bar
19146,15:53:40,8/3/2015,Nicole Combs,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19147,19:35:03,9/4/2015,Rhonda Waller,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19148,12:00:33,2/15/2017,Christopher Mcintosh,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19149,14:05:39,10/7/2016,Teagan Dotson,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19150,11:47:26,6/7/2016,Justine Burnett,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19151,19:53:15,5/8/2018,Allistair Hutchinson,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19152,9:09:42,11/28/2016,Teagan Dotson,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19153,19:50:36,4/1/2015,Rooney Alvarado,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19154,6:55:38,6/11/2018,Lee Pickett,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19155,11:16:17,4/19/2016,Rachel Cross,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19156,4:55:13,10/11/2017,Kadeem Mcpherson,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19157,18:05:20,3/24/2017,Regan Mayer,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19158,16:03:25,6/1/2017,Ariel Davis,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19159,7:45:38,10/23/2018,Anne Landry,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19160,13:30:22,11/7/2016,Jennifer Black,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19161,18:24:54,9/6/2016,Christopher Mcintosh,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19162,4:53:36,3/19/2018,Marshall Swanson,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19163,5:55:29,3/3/2016,Macey Garcia,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19164,13:26:39,2/18/2016,Chandler Sargent,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19165,12:57:34,5/22/2018,Ariana Lowery,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19166,14:24:38,1/18/2016,Morgan Lopez,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19167,17:01:37,2/29/2016,Sage Snider,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19168,5:51:11,11/15/2018,Fleur Walls,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19169,5:55:07,11/19/2015,Lee Pickett,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19170,15:49:28,9/15/2016,Dai Brown,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19171,5:49:48,9/30/2016,Armand Huber,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19172,16:39:01,1/3/2017,Gemma Guzman,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19173,10:56:47,5/9/2017,Rudyard Maldonado,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19174,4:35:28,6/7/2018,Dai Brown,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19175,18:10:31,7/4/2016,Dean Kim,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19176,16:57:26,11/15/2016,Jada Reid,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19177,15:39:35,11/8/2017,Zephania Merritt,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19178,7:06:46,6/14/2018,Echo Park,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19179,13:48:06,1/16/2018,Honorato Hurst,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19180,19:16:37,7/24/2017,Victor Summers,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19181,18:24:51,10/1/2018,Noel Stokes,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19182,10:38:47,5/3/2016,Guinevere Taylor,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19183,15:41:56,12/5/2018,Alana Mcclure,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19184,13:39:19,2/22/2017,Zenia Kline,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19185,11:47:20,4/19/2016,Chandler Sargent,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19186,6:10:17,4/7/2017,Athena Horn,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19187,15:58:08,11/13/2015,Ariana Lowery,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19188,7:16:57,10/16/2017,Nissim Booth,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19189,15:21:28,6/21/2016,Tanner Aguilar,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19190,13:34:01,7/28/2017,Caldwell Pollard,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19191,12:43:41,10/27/2015,Amena Barker,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19192,10:40:41,2/6/2017,Kadeem Mcpherson,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19193,9:36:43,8/29/2018,Florence Hines,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19194,6:53:17,6/26/2015,Armand Huber,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19195,4:36:43,5/18/2015,Justina Moon,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19196,7:57:46,2/6/2018,Melodie Evans,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19197,12:47:48,9/30/2016,Ivy Mcconnell,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19198,12:56:41,5/25/2017,Ivan Wong,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19199,15:17:48,8/10/2016,Alana Mcclure,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19200,7:23:03,7/29/2016,Solomon David,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19201,11:32:02,5/27/2016,Louis Juarez,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19202,16:35:50,3/31/2016,Zephania Merritt,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19203,10:05:00,9/22/2016,Caldwell Pollard,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19204,9:22:07,3/11/2015,Elijah Kennedy,519829-9801,EL SOL SALVADOREAN & MEXICAN REST.
19205,5:42:51,8/13/2015,Kasimir Bush,855299-2110,The DrumLeyton
19206,7:06:48,10/5/2016,Vernon Rojas,855299-2110,The DrumLeyton
19207,10:16:18,7/15/2015,Ali Harrell,855299-2110,The DrumLeyton
19208,6:39:35,9/11/2018,Lois Mcclain,855299-2110,The DrumLeyton
19209,12:53:46,6/15/2016,Gary Shaffer,855299-2110,The DrumLeyton
19210,14:42:04,9/2/2015,Kasimir Bush,855299-2110,The DrumLeyton
19211,14:03:50,12/13/2016,Mollie Shaw,855299-2110,The DrumLeyton
19212,13:09:58,4/24/2015,Alvin Lamb,855299-2110,The DrumLeyton
19213,17:55:39,10/13/2016,Akeem Meadows,855299-2110,The DrumLeyton
19214,6:25:13,5/12/2017,Brittany Lucas,855299-2110,The DrumLeyton
19215,9:53:41,11/8/2018,Kasimir Bush,855299-2110,The DrumLeyton
19216,14:43:19,9/12/2017,Acton Gibson,855299-2110,The DrumLeyton
19217,14:05:55,9/24/2018,Dorothy Lowery,855299-2110,The DrumLeyton
19218,18:32:17,3/23/2015,Ora Dudley,855299-2110,The DrumLeyton
19219,20:01:14,3/6/2018,Mollie Shaw,855299-2110,The DrumLeyton
19220,20:25:57,5/5/2016,Nero Dawson,855299-2110,The DrumLeyton
19221,13:39:09,3/21/2018,Akeem Meadows,855299-2110,The DrumLeyton
19222,19:29:36,9/7/2018,Demetria Lee,855299-2110,The DrumLeyton
19223,7:56:17,2/4/2016,Kennedy Bailey,855299-2110,The DrumLeyton
19224,9:41:33,9/2/2015,Rigel Gibbs,855299-2110,The DrumLeyton
19225,20:41:36,7/26/2017,Brittany Lucas,855299-2110,The DrumLeyton
19226,19:27:25,9/25/2018,Christian Guy,855299-2110,The DrumLeyton
19227,13:09:20,10/3/2018,Kylynn Bean,855299-2110,The DrumLeyton
19228,8:35:37,4/13/2017,Odette Hinton,855299-2110,The DrumLeyton
19229,12:56:18,11/8/2018,Orla Rollins,855299-2110,The DrumLeyton
19230,13:55:31,10/17/2016,Jordan Franklin,855299-2110,The DrumLeyton
19231,11:33:14,1/30/2018,Kennedy Bailey,855299-2110,The DrumLeyton
19232,13:23:24,11/9/2017,Kyle Wheeler,855299-2110,The DrumLeyton
19233,16:47:45,6/22/2017,Kasimir Bush,855299-2110,The DrumLeyton
19234,16:47:12,2/22/2016,Kennedy Bailey,855299-2110,The DrumLeyton
19235,9:03:20,3/13/2018,Camilla Bowers,855299-2110,The DrumLeyton
19236,16:43:13,11/15/2016,Madeson Daniel,855299-2110,The DrumLeyton
19237,19:52:52,1/7/2015,Desirae Pratt,855299-2110,The DrumLeyton
19238,5:07:11,3/22/2018,Richard Colon,855299-2110,The DrumLeyton
19239,8:33:31,1/31/2017,Xandra Rich,855299-2110,The DrumLeyton
19240,14:15:28,12/22/2016,Abel Barnes,855299-2110,The DrumLeyton
19241,10:40:14,11/5/2018,Merritt Salas,855299-2110,The DrumLeyton
19242,11:31:06,4/3/2015,Richard Colon,855299-2110,The DrumLeyton
19243,6:15:20,4/5/2018,Richard Colon,855299-2110,The DrumLeyton
19244,11:12:44,3/8/2016,Kennedy Bailey,855299-2110,The DrumLeyton
19245,18:14:30,12/31/2015,Brittany Lucas,855299-2110,The DrumLeyton
19246,17:27:17,11/16/2017,Noble Gomez,855299-2110,The DrumLeyton
19247,19:58:55,6/18/2015,Halee William,855299-2110,The DrumLeyton
19248,20:17:44,7/4/2016,Luke Jones,855299-2110,The DrumLeyton
19249,19:29:57,4/13/2015,Uta Abbott,855299-2110,The DrumLeyton
19250,17:10:20,9/6/2016,Paul Bennett,855299-2110,The DrumLeyton
19251,9:42:12,9/6/2018,Noble Gomez,855299-2110,The DrumLeyton
19252,13:04:54,10/26/2017,Rhonda Schmidt,855299-2110,The DrumLeyton
19253,16:38:44,11/15/2018,Acton Gibson,855299-2110,The DrumLeyton
19254,11:24:01,12/21/2016,Kadeem Hartman,855299-2110,The DrumLeyton
19255,16:32:51,12/21/2016,Camilla Bowers,855299-2110,The DrumLeyton
19256,15:53:55,9/7/2017,Casey Valentine,855299-2110,The DrumLeyton
19257,20:28:43,5/14/2015,Kyle Wheeler,855299-2110,The DrumLeyton
19258,11:52:54,7/13/2018,Hashim Bradshaw,855299-2110,The DrumLeyton
19259,10:34:51,9/11/2015,Ali Harrell,855299-2110,The DrumLeyton
19260,18:49:48,8/18/2015,Paul Bennett,855299-2110,The DrumLeyton
19261,4:42:52,3/2/2015,Hashim Bradshaw,855299-2110,The DrumLeyton
19262,8:54:30,8/16/2018,Kaseem Brown,855299-2110,The DrumLeyton
19263,16:25:55,8/11/2015,Camilla Bowers,855299-2110,The DrumLeyton
19264,9:48:01,10/9/2018,Teegan Cantrell,855299-2110,The DrumLeyton
19265,16:30:36,11/2/2016,Christian Guy,855299-2110,The DrumLeyton
19266,18:01:34,12/15/2016,Demetria Lee,855299-2110,The DrumLeyton
19267,12:34:48,6/1/2017,Denton Murray,855299-2110,The DrumLeyton
19268,8:02:38,12/1/2016,Wilma Peck,855299-2110,The DrumLeyton
19269,10:24:48,6/25/2015,Yoshio Bryan,855299-2110,The DrumLeyton
19270,16:18:20,10/26/2018,Nero Dawson,855299-2110,The DrumLeyton
19271,4:07:31,12/6/2017,Ronan Murray,855299-2110,The DrumLeyton
19272,13:52:10,10/2/2015,Yoshio Bryan,855299-2110,The DrumLeyton
19273,15:57:40,3/5/2018,Leslie Lamb,855299-2110,The DrumLeyton
19274,15:59:41,10/18/2017,Luke Jones,855299-2110,The DrumLeyton
19275,16:12:25,5/19/2015,Kadeem Hartman,855299-2110,The DrumLeyton
19276,9:53:25,5/25/2015,Buckminster Hodges,855299-2110,The DrumLeyton
19277,4:44:55,11/29/2017,Christian Guy,855299-2110,The DrumLeyton
19278,14:13:06,4/19/2017,Baxter Gilliam,855299-2110,The DrumLeyton
19279,7:50:27,8/1/2018,Vernon Rojas,855299-2110,The DrumLeyton
19280,9:49:09,9/14/2017,Akeem Meadows,855299-2110,The DrumLeyton
19281,7:25:15,1/4/2017,Kylynn Bean,855299-2110,The DrumLeyton
19282,14:15:33,6/3/2016,Mark Gardner,855299-2110,The DrumLeyton
19283,16:05:29,8/27/2018,Veronica Beck,855299-2110,The DrumLeyton
19284,16:14:31,6/2/2017,Merritt Salas,855299-2110,The DrumLeyton
19285,8:14:22,9/6/2018,Howard Livingston,705990-6557,The Allsop Arms
19286,6:22:46,12/24/2018,Martena Key,705990-6557,The Allsop Arms
19287,15:53:10,12/29/2017,Cheryl Olson,705990-6557,The Allsop Arms
19288,12:53:56,2/22/2016,Fiona Hines,705990-6557,The Allsop Arms
19289,15:34:32,4/6/2016,Carlos Frazier,705990-6557,The Allsop Arms
19290,7:03:05,7/4/2017,Silas Dorsey,705990-6557,The Allsop Arms
19291,10:17:28,2/27/2017,Sawyer Ratliff,705990-6557,The Allsop Arms
19292,6:45:55,3/4/2015,Hashim Rutledge,705990-6557,The Allsop Arms
19293,11:00:54,5/13/2015,Lee Whitaker,705990-6557,The Allsop Arms
19294,11:12:56,8/16/2016,Glenna Hawkins,705990-6557,The Allsop Arms
19295,15:57:40,1/14/2016,Keelie Eaton,705990-6557,The Allsop Arms
19296,14:33:30,3/17/2016,Miriam Combs,705990-6557,The Allsop Arms
19297,6:53:31,6/13/2016,Reece Klein,705990-6557,The Allsop Arms
19298,13:58:33,12/13/2016,Lana Guerra,705990-6557,The Allsop Arms
19299,6:01:57,2/27/2017,Hakeem Norton,705990-6557,The Allsop Arms
19300,9:16:07,4/20/2016,Felicia Snyder,705990-6557,The Allsop Arms
19301,12:47:36,2/9/2016,Hakeem Norton,705990-6557,The Allsop Arms
19302,9:33:36,9/26/2017,Simone Oneal,705990-6557,The Allsop Arms
19303,6:12:36,1/19/2016,Dorothy Church,705990-6557,The Allsop Arms
19304,3:12:24,1/8/2016,Fiona Hines,705990-6557,The Allsop Arms
19305,8:59:37,5/4/2016,Evan Burt,705990-6557,The Allsop Arms
19306,14:57:33,4/7/2015,Mia Turner,705990-6557,The Allsop Arms
19307,4:30:56,4/1/2016,Aaron Weiss,705990-6557,The Allsop Arms
19308,5:39:35,8/24/2018,Kamal Chapman,705990-6557,The Allsop Arms
19309,4:06:00,2/20/2018,Arthur Ortiz,705990-6557,The Allsop Arms
19310,6:20:15,11/4/2016,Keelie Eaton,705990-6557,The Allsop Arms
19311,16:54:55,10/11/2018,Cheryl Olson,705990-6557,The Allsop Arms
19312,14:33:22,10/21/2016,Clark Morris,705990-6557,The Allsop Arms
19313,16:30:16,4/22/2015,Silas Dorsey,705990-6557,The Allsop Arms
19314,5:50:19,5/29/2018,Oscar Pickett,705990-6557,The Allsop Arms
19315,7:48:16,2/12/2018,Dorothy Church,705990-6557,The Allsop Arms
19316,5:53:42,11/26/2018,Rigel Acosta,705990-6557,The Allsop Arms
19317,4:14:22,4/10/2015,Mia Turner,705990-6557,The Allsop Arms
19318,15:57:59,7/22/2015,Reece Klein,705990-6557,The Allsop Arms
19319,10:23:17,11/24/2016,Autumn Combs,705990-6557,The Allsop Arms
19320,12:18:37,2/2/2017,Zephania Randolph,705990-6557,The Allsop Arms
19321,4:46:31,12/8/2015,Stella Webb,705990-6557,The Allsop Arms
19322,8:49:56,2/22/2016,Kenyon Wolfe,705990-6557,The Allsop Arms
19323,6:36:23,2/4/2016,Arsenio Sampson,705990-6557,The Allsop Arms
19324,15:48:27,1/11/2016,Colt Adams,705990-6557,The Allsop Arms
19325,12:36:21,2/8/2016,Simone Oneal,705990-6557,The Allsop Arms
19326,12:47:03,11/13/2015,Arthur Ortiz,705990-6557,The Allsop Arms
19327,9:21:07,8/10/2018,Colt Adams,705990-6557,The Allsop Arms
19328,9:33:35,6/29/2016,Carlos Frazier,705990-6557,The Allsop Arms
19329,11:32:50,6/14/2016,Hammett Britt,705990-6557,The Allsop Arms
19330,12:13:12,8/22/2016,Zephania Randolph,705990-6557,The Allsop Arms
19331,16:38:51,2/13/2017,Ulla Nixon,705990-6557,The Allsop Arms
19332,16:02:21,6/7/2018,Clio Stewart,705990-6557,The Allsop Arms
19333,14:21:40,10/11/2016,Aaron Weiss,705990-6557,The Allsop Arms
19334,8:23:25,9/20/2016,Colt Adams,705990-6557,The Allsop Arms
19335,10:00:04,10/17/2017,Silas Dorsey,705990-6557,The Allsop Arms
19336,9:52:25,5/9/2016,Petra Patel,705990-6557,The Allsop Arms
19337,6:29:56,12/29/2016,Glenna Hawkins,705990-6557,The Allsop Arms
19338,12:37:33,2/3/2017,Dorothy Church,705990-6557,The Allsop Arms
19339,10:16:35,9/25/2017,Carlos Frazier,705990-6557,The Allsop Arms
19340,14:05:06,5/2/2016,Kamal Chapman,705990-6557,The Allsop Arms
19341,15:43:41,12/31/2015,Hammett Britt,705990-6557,The Allsop Arms
19342,16:13:39,5/25/2018,Petra Patel,705990-6557,The Allsop Arms
19343,11:01:09,2/1/2017,Lee Whitaker,705990-6557,The Allsop Arms
19344,12:44:21,12/19/2017,Hashim Rutledge,705990-6557,The Allsop Arms
19345,4:20:35,1/26/2017,Howard Livingston,705990-6557,The Allsop Arms
19346,14:39:20,6/2/2015,Hyacinth Case,705990-6557,The Allsop Arms
19347,8:47:34,10/25/2016,Clio Stewart,705990-6557,The Allsop Arms
19348,15:03:27,3/31/2015,Martena Key,705990-6557,The Allsop Arms
19349,11:02:22,7/14/2015,Glenna Hawkins,705990-6557,The Allsop Arms
19350,6:04:11,11/16/2015,Clio Stewart,705990-6557,The Allsop Arms
19351,9:52:30,2/9/2017,Arsenio Sampson,705990-6557,The Allsop Arms
19352,16:01:16,3/19/2015,Cheryl Olson,705990-6557,The Allsop Arms
19353,11:12:14,2/4/2015,Lee Whitaker,705990-6557,The Allsop Arms
19354,16:03:40,1/23/2015,Clare Clemons,705990-6557,The Allsop Arms
19355,16:34:49,3/30/2018,Hakeem Norton,705990-6557,The Allsop Arms
19356,6:38:33,3/31/2016,Autumn Combs,705990-6557,The Allsop Arms
19357,8:40:30,8/14/2017,Rigel Acosta,705990-6557,The Allsop Arms
19358,7:48:24,10/11/2017,Quemby Newton,705990-6557,The Allsop Arms
19359,16:17:02,8/27/2015,Carlos Frazier,705990-6557,The Allsop Arms
19360,9:08:11,5/13/2016,Ulla Nixon,705990-6557,The Allsop Arms
19361,15:29:24,11/22/2018,Zephania Randolph,705990-6557,The Allsop Arms
19362,14:20:03,9/5/2016,Hammett Britt,705990-6557,The Allsop Arms
19363,4:58:24,1/7/2015,Ulla Nixon,705990-6557,The Allsop Arms
19364,5:51:56,10/3/2017,Oscar Pickett,705990-6557,The Allsop Arms
19365,9:19:52,12/20/2016,Felicia Snyder,705990-6557,The Allsop Arms
19366,10:34:32,2/16/2015,Leilani Huffman,705990-6557,The Allsop Arms
19367,9:19:49,1/16/2015,Lana Guerra,705990-6557,The Allsop Arms
19368,15:03:53,5/19/2016,Clare Clemons,705990-6557,The Allsop Arms
19369,6:10:39,6/20/2016,Reece Klein,705990-6557,The Allsop Arms
19370,9:50:45,8/8/2018,Lee Whitaker,705990-6557,The Allsop Arms
19371,3:24:34,3/20/2015,Hakeem Norton,705990-6557,The Allsop Arms
19372,11:10:00,1/8/2016,Hashim Rutledge,705990-6557,The Allsop Arms
19373,11:03:00,12/11/2015,Arthur Ortiz,705990-6557,The Allsop Arms
19374,12:43:02,1/23/2015,Quemby Newton,705990-6557,The Allsop Arms
19375,8:15:17,1/4/2016,Aaron Weiss,705990-6557,The Allsop Arms
19376,7:59:57,3/30/2018,Ginger Hull,705990-6557,The Allsop Arms
19377,4:20:10,10/12/2016,Shay Strong,454665-2704,St. James Tavern
19378,18:03:07,6/17/2015,Phoebe Wyatt,454665-2704,St. James Tavern
19379,19:48:24,7/29/2015,Plato Meyer,454665-2704,St. James Tavern
19380,11:02:18,4/9/2015,Odysseus Schneider,454665-2704,St. James Tavern
19381,5:36:44,10/6/2015,Damon Barrett,454665-2704,St. James Tavern
19382,20:21:03,2/6/2017,Maris Pitts,454665-2704,St. James Tavern
19383,8:17:25,1/4/2017,Keith Gilmore,454665-2704,St. James Tavern
19384,4:20:02,8/6/2018,Aimee Cantu,454665-2704,St. James Tavern
19385,3:55:25,7/2/2018,Malachi Walters,454665-2704,St. James Tavern
19386,5:44:01,4/8/2015,Paloma Berg,454665-2704,St. James Tavern
19387,21:10:40,9/22/2016,Renee Cabrera,454665-2704,St. James Tavern
19388,14:43:38,1/31/2017,Francis Ware,454665-2704,St. James Tavern
19389,19:04:19,9/9/2016,Julie Allen,454665-2704,St. James Tavern
19390,9:48:25,11/10/2016,Malachi Riley,454665-2704,St. James Tavern
19391,11:59:11,12/23/2015,Herrod Fletcher,454665-2704,St. James Tavern
19392,19:22:58,11/21/2016,Hamish Page,454665-2704,St. James Tavern
19393,15:34:31,3/10/2016,Rana Black,454665-2704,St. James Tavern
19394,20:54:56,3/19/2018,Barry Beasley,454665-2704,St. James Tavern
19395,8:02:36,9/12/2018,Heidi Burt,454665-2704,St. James Tavern
19396,17:58:51,8/4/2015,Tallulah Heath,454665-2704,St. James Tavern
19397,18:27:07,3/6/2018,Chelsea Holden,454665-2704,St. James Tavern
19398,15:43:16,9/5/2016,Brennan Snyder,454665-2704,St. James Tavern
19399,15:59:31,12/2/2015,Heidi Adams,454665-2704,St. James Tavern
19400,11:20:13,3/19/2015,Carl Holloway,454665-2704,St. James Tavern
19401,10:03:45,3/28/2018,Tallulah Heath,454665-2704,St. James Tavern
19402,8:21:39,4/18/2017,Dexter Herring,454665-2704,St. James Tavern
19403,12:37:26,2/5/2016,Carissa Brady,454665-2704,St. James Tavern
19404,4:48:49,8/21/2018,Whilemina Burris,454665-2704,St. James Tavern
19405,18:54:57,9/25/2018,Dexter Herring,454665-2704,St. James Tavern
19406,9:46:35,3/1/2017,Amena Riggs,454665-2704,St. James Tavern
19407,12:59:42,1/24/2017,Damon Barrett,454665-2704,St. James Tavern
19408,4:47:54,2/12/2016,Kermit Maxwell,454665-2704,St. James Tavern
19409,7:48:00,5/29/2015,Garrison Church,454665-2704,St. James Tavern
19410,8:19:41,7/22/2016,Penelope Harrington,454665-2704,St. James Tavern
19411,16:17:34,4/2/2015,Amir Larson,454665-2704,St. James Tavern
19412,15:20:27,7/7/2017,Garth Pittman,454665-2704,St. James Tavern
19413,10:41:55,8/10/2016,Paloma Berg,454665-2704,St. James Tavern
19414,8:31:35,4/4/2016,Orla Howard,454665-2704,St. James Tavern
19415,4:34:18,9/24/2015,Mason Banks,454665-2704,St. James Tavern
19416,3:03:03,5/23/2017,Fallon Grant,454665-2704,St. James Tavern
19417,9:20:52,6/22/2016,Hamish Page,454665-2704,St. James Tavern
19418,8:08:51,6/26/2017,Heidi Adams,454665-2704,St. James Tavern
19419,6:30:11,4/13/2015,Aladdin Case,454665-2704,St. James Tavern
19420,3:12:18,10/15/2018,Leila Reed,454665-2704,St. James Tavern
19421,16:41:04,5/10/2016,Cairo Mckee,454665-2704,St. James Tavern
19422,9:31:05,12/5/2017,Eaton Barrera,454665-2704,St. James Tavern
19423,8:11:47,12/19/2016,Maris Pitts,454665-2704,St. James Tavern
19424,12:18:40,12/18/2017,Lenore Morris,454665-2704,St. James Tavern
19425,7:49:15,4/12/2017,Nasim Greer,454665-2704,St. James Tavern
19426,5:22:15,3/8/2017,Addison Trujillo,454665-2704,St. James Tavern
19427,8:45:39,7/20/2015,Malachi Walters,454665-2704,St. James Tavern
19428,18:05:45,12/18/2015,Keith Gilmore,454665-2704,St. James Tavern
19429,16:48:18,10/27/2015,Edan Espinoza,454665-2704,St. James Tavern
19430,5:30:40,3/16/2017,Melanie Hicks,454665-2704,St. James Tavern
19431,5:59:53,12/24/2018,Jerome Howell,454665-2704,St. James Tavern
19432,21:22:23,3/10/2016,Grant Caldwell,454665-2704,St. James Tavern
19433,17:58:17,5/25/2017,Guy Fleming,454665-2704,St. James Tavern
19434,17:52:09,2/3/2017,Francis Ware,454665-2704,St. James Tavern
19435,3:44:30,1/15/2015,Julie Allen,454665-2704,St. James Tavern
19436,8:44:59,2/6/2015,Tallulah Heath,454665-2704,St. James Tavern
19437,8:42:30,5/2/2016,Barry Beasley,454665-2704,St. James Tavern
19438,7:24:19,11/18/2015,Inez Myers,454665-2704,St. James Tavern
19439,14:24:20,9/7/2016,Maris Pitts,454665-2704,St. James Tavern
19440,21:50:49,1/5/2018,Duncan Mcpherson,454665-2704,St. James Tavern
19441,11:29:38,8/15/2018,Dennis Wilder,454665-2704,St. James Tavern
19442,15:15:26,8/17/2016,Lacy Odom,454665-2704,St. James Tavern
19443,13:59:31,6/1/2018,Inez Myers,454665-2704,St. James Tavern
19444,5:41:04,11/26/2018,Branden Wolf,454665-2704,St. James Tavern
19445,7:28:26,10/6/2015,Leonard Russell,454665-2704,St. James Tavern
19446,15:28:30,8/18/2015,Hayden Cross,454665-2704,St. James Tavern
19447,7:04:42,6/24/2016,Stephanie Berry,454665-2704,St. James Tavern
19448,20:42:56,3/8/2018,Hadassah House,454665-2704,St. James Tavern
19449,7:31:11,11/8/2017,Duncan Mcpherson,454665-2704,St. James Tavern
19450,20:24:04,4/21/2016,Allistair Jensen,454665-2704,St. James Tavern
19451,14:03:56,8/3/2016,Francis Ware,454665-2704,St. James Tavern
19452,17:54:13,11/9/2017,Carissa Brady,454665-2704,St. James Tavern
19453,16:48:21,7/8/2015,Orla Howard,454665-2704,St. James Tavern
19454,19:40:20,10/16/2015,Kiara Maldonado,454665-2704,St. James Tavern
19455,20:51:18,3/26/2015,Cairo Mckee,454665-2704,St. James Tavern
19456,17:32:41,4/27/2018,Simone Gill,454665-2704,St. James Tavern
19457,21:50:55,12/7/2018,Caesar Bauer,454665-2704,St. James Tavern
19458,4:12:23,6/20/2016,Malik Olson,454665-2704,St. James Tavern
19459,6:44:02,6/28/2017,Leonard Russell,454665-2704,St. James Tavern
19460,21:45:11,9/20/2017,Mason Banks,454665-2704,St. James Tavern
19461,10:23:12,11/4/2015,Germaine Schmidt,454665-2704,St. James Tavern
19462,8:13:00,6/15/2016,Carl Holloway,454665-2704,St. James Tavern
19463,9:27:46,2/5/2018,Kiara Maldonado,454665-2704,St. James Tavern
19464,6:51:32,8/17/2017,Malik Olson,454665-2704,St. James Tavern
19465,7:41:38,10/16/2015,Craig Travis,454665-2704,St. James Tavern
19466,10:14:51,10/15/2018,Lenore Morris,454665-2704,St. James Tavern
19467,9:40:32,6/6/2016,Aimee Cantu,454665-2704,St. James Tavern
19468,11:01:03,3/28/2018,Shay Strong,454665-2704,St. James Tavern
19469,5:37:00,8/2/2018,Whilemina Burris,454665-2704,St. James Tavern
19470,8:30:49,2/1/2017,Jenette Wiggins,034340-6674,CARAVAN
19471,16:35:43,1/9/2015,Rhonda Dickson,034340-6674,CARAVAN
19472,3:57:02,9/20/2016,Buffy Meyers,034340-6674,CARAVAN
19473,16:17:59,7/8/2015,Donna Dunn,034340-6674,CARAVAN
19474,12:15:15,8/4/2017,Cadman Acevedo,034340-6674,CARAVAN
19475,20:56:14,12/6/2017,Cherokee Monroe,034340-6674,CARAVAN
19476,17:02:08,5/31/2018,Rana Pearson,034340-6674,CARAVAN
19477,11:27:18,3/16/2018,Rosalyn Hunt,034340-6674,CARAVAN
19478,17:43:37,1/6/2015,Isaac Bishop,034340-6674,CARAVAN
19479,10:18:59,9/7/2017,Serina Day,034340-6674,CARAVAN
