id,Bar,BarState,License,Name,DrinkerState,SSN,YesOrNo
202,SHANGRI'LA,Alaska,392381-3350,Lester Goodwin,Alaska,732-82-02,Yes
220,Eulipia,Alaska,836692-8532,Lester Goodwin,Alaska,732-82-02,No
48,LOCK 72 KITCHEN & BAR,Wyoming,797572-9430,Penelope Harrington,Wyoming,388-13-06,No
100,Vermuteria,Wyoming,196332-2001,Penelope Harrington,Wyoming,388-13-06,Yes
113,ALL SET,Wyoming,604478-1638,Penelope Harrington,Wyoming,388-13-06,No
118,Lord John Russell Pub,Wyoming,804154-3375,Penelope Harrington,Wyoming,388-13-06,Yes
138,OLD TOWN POUR HOUSE,Wyoming,722716-4519,Penelope Harrington,Wyoming,388-13-06,Yes
173,PETER CHANG'S CHINA BISTRO,Wyoming,578989-6023,Penelope Harrington,Wyoming,388-13-06,No
124,THE GREENE TURTLE-Az,Arizona,272426-2650,Jack Langley,Arizona,396-74-01,No
153,CANA BEER & WINE,Arizona,192695-6895,Jack Langley,Arizona,396-74-01,No
109,John Donne Pub,Indiana,575493-8545,Acton Middleton,Indiana,715-30-09,No
126,GOURMET PUB,Indiana,238323-5054,Acton Middleton,Indiana,715-30-09,Yes
218,IL PORTO,Indiana,657698-5615,Acton Middleton,Indiana,715-30-09,Yes
17,The Backbeat,Pennsylvania,845635-3971,Skyler Mendoza,Pennsylvania,398-45-09,No
57,La Mezcaleria,Pennsylvania,059219-3288,Skyler Mendoza,Pennsylvania,398-45-09,Yes
65,EL MARIACHI,Pennsylvania,107629-9856,Skyler Mendoza,Pennsylvania,398-45-09,No
122,Tweed&Stout,Pennsylvania,443862-2740,Skyler Mendoza,Pennsylvania,398-45-09,No
133,DAD'S BEER ,Pennsylvania,987820-7241,Skyler Mendoza,Pennsylvania,398-45-09,No
231,OUTTA THE WAY CAFE,Pennsylvania,993879-6407,Skyler Mendoza,Pennsylvania,398-45-09,No
235,MINERVA INDIAN CUISINE,Pennsylvania,636663-6196,Skyler Mendoza,Pennsylvania,398-45-09,No
12,Le Mary Céleste,Alabama,498082-1021,Travis Rollins,Alabama,862-67-08,No
102,Podozritelnye Litsa Bar,Alabama,285412-1965,Travis Rollins,Alabama,862-67-08,Yes
107,SOL AZTECA RESTAURANT,Alabama,844222-4211,Travis Rollins,Alabama,862-67-08,Yes
172,THE GREENE TURTLE-Ab,Alabama,806320-3064,Travis Rollins,Alabama,862-67-08,Yes
175,AJI-NIPPON RESTAURANT,Alabama,102739-1075,Travis Rollins,Alabama,862-67-08,No
184,Belowzero Ice Bar,Texas,679007-3636,Odysseus Brady,Texas,152-51-09,Yes
186,RED BOWL,Texas,707445-3676,Odysseus Brady,Texas,152-51-09,Yes
195,The Coral Room,Texas,336670-1716,Odysseus Brady,Texas,152-51-09,Yes
207,WATERSHED CAFE,Texas,668344-5222,Odysseus Brady,Texas,152-51-09,Yes
245,The Chandos Arms,Texas,072616-5319,Odysseus Brady,Texas,152-51-09,Yes
39,COUNTRY BOY CLUB,Oklahoma,565494-6333,Alice Middleton,Oklahoma,079-29-08,Yes
47,SAMANTHA'S,Oklahoma,065321-9717,Alice Middleton,Oklahoma,079-29-08,No
70,Bar Hemingway,Oklahoma,573547-0154,Alice Middleton,Oklahoma,079-29-08,No
80,NEWS EXPRESS,Oklahoma,615857-5438,Alice Middleton,Oklahoma,079-29-08,Yes
165,OLNEY ALE HOUSE,Oklahoma,103007-8750,Alice Middleton,Oklahoma,079-29-08,Yes
169,The Bloomsbury Club Bar,Oklahoma,032912-1156,Alice Middleton,Oklahoma,079-29-08,Yes
184,Belowzero Ice Bar,Texas,679007-3636,Karleigh Blankenship,Texas,845-90-04,No
186,RED BOWL,Texas,707445-3676,Karleigh Blankenship,Texas,845-90-04,No
195,The Coral Room,Texas,336670-1716,Karleigh Blankenship,Texas,845-90-04,Yes
207,WATERSHED CAFE,Texas,668344-5222,Karleigh Blankenship,Texas,845-90-04,Yes
245,The Chandos Arms,Texas,072616-5319,Karleigh Blankenship,Texas,845-90-04,No
11,BROOKVILLE EATERY,Georgia,405616-0742,Kieran Carver,Georgia,118-09-03,No
25,Britannia Arms,Georgia,033266-5462,Kieran Carver,Georgia,118-09-03,No
129,SAFEWAY,Georgia,076279-9393,Kieran Carver,Georgia,118-09-03,Yes
130,Anderdog,Georgia,426308-0014,Kieran Carver,Georgia,118-09-03,Yes
140,MAPLE BEER AND WINE,Georgia,624171-7682,Kieran Carver,Georgia,118-09-03,No
176,PETER'S GRILL,Georgia,567033-1627,Kieran Carver,Georgia,118-09-03,Yes
181,MIX BAR & GRILL,Georgia,167553-1543,Kieran Carver,Georgia,118-09-03,Yes
225,Hedley Club,Georgia,627764-8355,Kieran Carver,Georgia,118-09-03,Yes
10,MAMMA LUCIA,Maryland,825954-1152,Kirsten Parks,Maryland,651-88-04,Yes
21,The Shark and Rose,Maryland,385233-3057,Kirsten Parks,Maryland,651-88-04,No
32,EL PAISANO,Maryland,269448-6792,Kirsten Parks,Maryland,651-88-04,Yes
38,WHEATON WINERY,Maryland,426942-2970,Kirsten Parks,Maryland,651-88-04,Yes
82,POSITANO RISTORANTE ITALIANO,Maryland,784026-4704,Kirsten Parks,Maryland,651-88-04,No
93,MIDWAY PUB,Maryland,589827-6299,Kirsten Parks,Maryland,651-88-04,No
37,VACE,Michigan,798423-6294,Malcolm Holt,Michigan,203-12-01,No
145,Beertep Craft Pub,Michigan,052726-7009,Malcolm Holt,Michigan,203-12-01,No
188,UNPLUGGED SPORT BAR & RESTAURANT,Michigan,703500-7595,Malcolm Holt,Michigan,203-12-01,No
229,CHAPALA RESTAURANT,Michigan,659157-0376,Malcolm Holt,Michigan,203-12-01,Yes
230,LONGHORN STEAKHOUSE,Michigan,039890-9002,Malcolm Holt,Michigan,203-12-01,Yes
3,Il Fornaio,New York,698268-4422,Katelyn Ochoa,New York,885-24-09,No
8,Blue Tattoo,New York,768883-3750,Katelyn Ochoa,New York,885-24-09,No
78,Monsieur Antoine,New York,522107-1714,Katelyn Ochoa,New York,885-24-09,Yes
106,SALA THAI ,New York,339365-4516,Katelyn Ochoa,New York,885-24-09,Yes
146,CRISTINA'S ITALIAN RISTORANTE,New York,944800-8871,Katelyn Ochoa,New York,885-24-09,Yes
61,Combat,Vermont,163829-1896,Jakeem Harrell,Vermont,488-72-09,Yes
69,La Fine Mousse,Vermont,234798-4284,Jakeem Harrell,Vermont,488-72-09,Yes
99,Connolly Station,Vermont,638134-8991,Jakeem Harrell,Vermont,488-72-09,No
114,Ulysses Pub,Vermont,603310-5963,Jakeem Harrell,Vermont,488-72-09,Yes
179,Kings Stores,Vermont,905752-1115,Jakeem Harrell,Vermont,488-72-09,Yes
242,LOS COBANOS RESTAURANT,Vermont,312938-5286,Jakeem Harrell,Vermont,488-72-09,Yes
5,Seven Bamboo,Idaho,759258-8235,Merritt Salas,Idaho,254-80-04,Yes
7,Le Syndicat,Idaho,555889-1650,Merritt Salas,Idaho,254-80-04,Yes
66,HANARO RESTAURANT AND LOUNGE,Idaho,367303-7044,Merritt Salas,Idaho,254-80-04,No
85,Bar Neon Monkey,Idaho,829829-6701,Merritt Salas,Idaho,254-80-04,Yes
149,HOP N GRAPE,Idaho,197460-5337,Merritt Salas,Idaho,254-80-04,Yes
213,The DrumLeyton,Idaho,855299-2110,Merritt Salas,Idaho,254-80-04,No
239,MIDDLE EAST CUISINE,Idaho,682135-2579,Merritt Salas,Idaho,254-80-04,No
6,PINEY BRANCH PUB,Minnesota,574707-0877,Amena Barker,Minnesota,300-96-07,Yes
18,BECLAWS,Minnesota,269500-5799,Amena Barker,Minnesota,300-96-07,Yes
157,TARA THAI RESTAURANT,Minnesota,033029-0636,Amena Barker,Minnesota,300-96-07,No
183,EVA LOUNGE,Minnesota,243206-3382,Amena Barker,Minnesota,300-96-07,Yes
212,EL SOL SALVADOREAN & MEXICAN REST.,Minnesota,519829-9801,Amena Barker,Minnesota,300-96-07,Yes
125,SPRING BEER HOUSE,Nevada,556027-9498,Trevor Merritt,Nevada,648-81-03,Yes
127,KINGSVIEW CLUB,Nevada,047272-1463,Trevor Merritt,Nevada,648-81-03,Yes
128,Bruxelles,Nevada,935080-2824,Trevor Merritt,Nevada,648-81-03,Yes
136,TAKOMA PARK PUB,Nevada,562552-4672,Trevor Merritt,Nevada,648-81-03,Yes
160,BALDUCCI'S,Nevada,189932-3255,Trevor Merritt,Nevada,648-81-03,Yes
208,SEOULFOOD DC,Nevada,328119-7933,Trevor Merritt,Nevada,648-81-03,No
224,Giza Hookah Lounge,Nevada,309407-2687,Trevor Merritt,Nevada,648-81-03,Yes
90,Guns & Bears Pub,Louisiana,066604-4524,Illiana Floyd,Louisiana,002-55-08,No
105,The Lounge,Louisiana,557061-3801,Illiana Floyd,Louisiana,002-55-08,Yes
177,YEKTA KABOBI,Louisiana,018125-2537,Illiana Floyd,Louisiana,002-55-08,No
180,EL PATIO,Louisiana,266006-4748,Illiana Floyd,Louisiana,002-55-08,No
194,TOKYO SUSHI,Louisiana,963932-2784,Illiana Floyd,Louisiana,002-55-08,No
209,TEX'S PLACE,Louisiana,137395-0748,Illiana Floyd,Louisiana,002-55-08,No
240,BENIHANA OF TOKYO,Louisiana,746233-3159,Illiana Floyd,Louisiana,002-55-08,Yes
244,AMALFI RISTORANTE,Louisiana,128083-8887,Illiana Floyd,Louisiana,002-55-08,Yes
61,Combat,Vermont,163829-1896,Susan Stevens,Vermont,041-32-02,Yes
69,La Fine Mousse,Vermont,234798-4284,Susan Stevens,Vermont,041-32-02,Yes
99,Connolly Station,Vermont,638134-8991,Susan Stevens,Vermont,041-32-02,No
114,Ulysses Pub,Vermont,603310-5963,Susan Stevens,Vermont,041-32-02,No
179,Kings Stores,Vermont,905752-1115,Susan Stevens,Vermont,041-32-02,Yes
242,LOS COBANOS RESTAURANT,Vermont,312938-5286,Susan Stevens,Vermont,041-32-02,Yes
189,PERUVIAN COUNTRY CHICKEN & BEER,Alaska,443434-1709,Nero Atkins,Alaska,877-53-06,No
202,SHANGRI'LA,Alaska,392381-3350,Nero Atkins,Alaska,877-53-06,No
220,Eulipia,Alaska,836692-8532,Nero Atkins,Alaska,877-53-06,Yes
17,The Backbeat,Pennsylvania,845635-3971,Carly Franks,Pennsylvania,137-01-05,Yes
57,La Mezcaleria,Pennsylvania,059219-3288,Carly Franks,Pennsylvania,137-01-05,No
65,EL MARIACHI,Pennsylvania,107629-9856,Carly Franks,Pennsylvania,137-01-05,Yes
122,Tweed&Stout,Pennsylvania,443862-2740,Carly Franks,Pennsylvania,137-01-05,No
133,DAD'S BEER ,Pennsylvania,987820-7241,Carly Franks,Pennsylvania,137-01-05,Yes
231,OUTTA THE WAY CAFE,Pennsylvania,993879-6407,Carly Franks,Pennsylvania,137-01-05,Yes
235,MINERVA INDIAN CUISINE,Pennsylvania,636663-6196,Carly Franks,Pennsylvania,137-01-05,Yes
36,PASSION FISH,California,994587-9188,Bert Galloway,California,609-02-04,Yes
46,Candelaria,California,645845-0472,Bert Galloway,California,609-02-04,No
185,CHEESESTEAK MIKE'S,California,214195-2529,Bert Galloway,California,609-02-04,No
14,SENOR TEQUILA'S,Delaware,744864-1998,Vladimir Stanton,Delaware,700-66-09,No
72,Chez Ammad,Delaware,195979-2548,Vladimir Stanton,Delaware,700-66-09,No
94,ARIA BAR & GRILL,Delaware,705071-9785,Vladimir Stanton,Delaware,700-66-09,No
166,PETERS CARRY OUT,Delaware,825935-7435,Vladimir Stanton,Delaware,700-66-09,No
227,CUBANO'S,Delaware,284560-8641,Vladimir Stanton,Delaware,700-66-09,No
238,THE QUARRY HOUSE TAVERN,Delaware,906351-1597,Vladimir Stanton,Delaware,700-66-09,Yes
12,Le Mary Céleste,Alabama,498082-1021,Skyler Vega,Alabama,523-59-05,No
102,Podozritelnye Litsa Bar,Alabama,285412-1965,Skyler Vega,Alabama,523-59-05,Yes
107,SOL AZTECA RESTAURANT,Alabama,844222-4211,Skyler Vega,Alabama,523-59-05,Yes
172,THE GREENE TURTLE-Ab,Alabama,806320-3064,Skyler Vega,Alabama,523-59-05,Yes
175,AJI-NIPPON RESTAURANT,Alabama,102739-1075,Skyler Vega,Alabama,523-59-05,Yes
9,The B-Hive,Nebraska,159927-7181,Joelle Keller,Nebraska,832-33-03,Yes
41,TWINBROOK BAR,Nebraska,792185-8796,Joelle Keller,Nebraska,832-33-03,No
44,L’avant comptoir du marché,Nebraska,508969-5034,Joelle Keller,Nebraska,832-33-03,Yes
53,Les Trois 8,Nebraska,066016-1696,Joelle Keller,Nebraska,832-33-03,Yes
124,THE GREENE TURTLE-Az,Arizona,272426-2650,Quamar Foreman,Arizona,893-77-00,Yes
153,CANA BEER & WINE,Arizona,192695-6895,Quamar Foreman,Arizona,893-77-00,Yes
48,LOCK 72 KITCHEN & BAR,Wyoming,797572-9430,Garth Stanley,Wyoming,607-07-05,No
100,Vermuteria,Wyoming,196332-2001,Garth Stanley,Wyoming,607-07-05,Yes
113,ALL SET,Wyoming,604478-1638,Garth Stanley,Wyoming,607-07-05,No
118,Lord John Russell Pub,Wyoming,804154-3375,Garth Stanley,Wyoming,607-07-05,Yes
138,OLD TOWN POUR HOUSE,Wyoming,722716-4519,Garth Stanley,Wyoming,607-07-05,No
173,PETER CHANG'S CHINA BISTRO,Wyoming,578989-6023,Garth Stanley,Wyoming,607-07-05,Yes
137,Budvar,Maine,826130-4276,Penelope Harrington,Maine,713-13-08,No
168,The Rivoli Bar,Maine,726147-6027,Penelope Harrington,Maine,713-13-08,No
191,ARMAND'S PIZZERIA & GRILLE,Maine,506492-2536,Penelope Harrington,Maine,713-13-08,No
215,St. James Tavern,Maine,454665-2704,Penelope Harrington,Maine,713-13-08,No
219,Coconut Willie's Cocktail Lounge,Maine,103228-2632,Penelope Harrington,Maine,713-13-08,No
16,FOREST GLEN PUB,Oregon,724454-6920,Oleg Graves,Oregon,132-56-05,Yes
42,HOWARD BAR & GRILL,Oregon,564383-9375,Oleg Graves,Oregon,132-56-05,Yes
103,LOS CHORROS RESTAURANT,Oregon,637478-3600,Oleg Graves,Oregon,132-56-05,Yes
123,DUCK DUCK GOOSE,Oregon,844789-9843,Oleg Graves,Oregon,132-56-05,Yes
210,SANTO POLLO ,Oregon,348034-4278,Oleg Graves,Oregon,132-56-05,No
2,ASPEN HILL BAR & GRILL,Tennessee,122581-2526,Alfreda Ashley,Tennessee,399-91-09,Yes
28,SAMOVAR,Tennessee,569005-3193,Alfreda Ashley,Tennessee,399-91-09,Yes
49,Septime La Cave,Tennessee,207005-7456,Alfreda Ashley,Tennessee,399-91-09,No
86,Bar Italiya,Tennessee,278532-0199,Alfreda Ashley,Tennessee,399-91-09,Yes
205,Purple Bar at Sanderson,Tennessee,016922-4284,Alfreda Ashley,Tennessee,399-91-09,No
226,Ninetyeight Bar & Lounge,Tennessee,023694-3510,Alfreda Ashley,Tennessee,399-91-09,Yes
23,KWIK BAR & GRILL,Wisconsin,343655-3428,Chastity Maxwell,Wisconsin,565-05-04,Yes
35,WORLD OF BEER,Wisconsin,749156-9476,Chastity Maxwell,Wisconsin,565-05-04,No
141,John Bull Pub,Wisconsin,936645-6904,Chastity Maxwell,Wisconsin,565-05-04,Yes
147,Humble Grape - Battersea,Wisconsin,289362-8384,Chastity Maxwell,Wisconsin,565-05-04,Yes
248,The Italian Job,Wisconsin,664654-3022,Chastity Maxwell,Wisconsin,565-05-04,No
37,VACE,Michigan,798423-6294,Arsenio Fletcher,Michigan,122-47-09,No
145,Beertep Craft Pub,Michigan,052726-7009,Arsenio Fletcher,Michigan,122-47-09,No
188,UNPLUGGED SPORT BAR & RESTAURANT,Michigan,703500-7595,Arsenio Fletcher,Michigan,122-47-09,Yes
229,CHAPALA RESTAURANT,Michigan,659157-0376,Arsenio Fletcher,Michigan,122-47-09,Yes
230,LONGHORN STEAKHOUSE,Michigan,039890-9002,Arsenio Fletcher,Michigan,122-47-09,No
36,PASSION FISH,California,994587-9188,Zenia Holden,California,090-02-00,No
46,Candelaria,California,645845-0472,Zenia Holden,California,090-02-00,No
185,CHEESESTEAK MIKE'S,California,214195-2529,Zenia Holden,California,090-02-00,No
84,L'Avant Comptoir de la Mer,Arkansas,972787-2484,Boris Jefferson,Arkansas,717-02-08,No
91,DOCK OF THE BAY,Arkansas,835167-6583,Boris Jefferson,Arkansas,717-02-08,No
97,METRO CLUB,Arkansas,289884-2378,Boris Jefferson,Arkansas,717-02-08,Yes
164,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Boris Jefferson,Arkansas,717-02-08,No
236,LA MADELEINE,Arkansas,027174-2033,Boris Jefferson,Arkansas,717-02-08,Yes
15,GOLF ULTRA LOUNGE,Colorado,008054-3713,Kameko Hicks,Colorado,780-46-03,Yes
45,FOUR U,Colorado,436611-7341,Kameko Hicks,Colorado,780-46-03,Yes
75,TARA THAI,Colorado,514464-4324,Kameko Hicks,Colorado,780-46-03,No
148,OLAZZO RESTAURANT,Colorado,544976-6244,Kameko Hicks,Colorado,780-46-03,No
171,BETHESDA CRAB HOUSE,Colorado,789601-4995,Kameko Hicks,Colorado,780-46-03,Yes
90,Guns & Bears Pub,Louisiana,066604-4524,Maia Mckee,Louisiana,519-76-09,Yes
105,The Lounge,Louisiana,557061-3801,Maia Mckee,Louisiana,519-76-09,No
177,YEKTA KABOBI,Louisiana,018125-2537,Maia Mckee,Louisiana,519-76-09,Yes
180,EL PATIO,Louisiana,266006-4748,Maia Mckee,Louisiana,519-76-09,No
194,TOKYO SUSHI,Louisiana,963932-2784,Maia Mckee,Louisiana,519-76-09,No
209,TEX'S PLACE,Louisiana,137395-0748,Maia Mckee,Louisiana,519-76-09,No
240,BENIHANA OF TOKYO,Louisiana,746233-3159,Maia Mckee,Louisiana,519-76-09,No
244,AMALFI RISTORANTE,Louisiana,128083-8887,Maia Mckee,Louisiana,519-76-09,Yes
30,FINNEGAN'S WAKE IRISH PUB,Virginia,267320-6500,TaShya Mcneil,Virginia,693-63-05,No
144,STAINED GLASS PUB,Virginia,033215-5373,TaShya Mcneil,Virginia,693-63-05,No
190,The Wigmore,Virginia,785196-5934,TaShya Mcneil,Virginia,693-63-05,Yes
211,THELO GREEK GRILL,Virginia,577421-5163,TaShya Mcneil,Virginia,693-63-05,Yes
217,CLUB 175,Virginia,843001-5555,TaShya Mcneil,Virginia,693-63-05,No
15,GOLF ULTRA LOUNGE,Colorado,008054-3713,Felicia Morales,Colorado,607-04-06,No
45,FOUR U,Colorado,436611-7341,Felicia Morales,Colorado,607-04-06,No
75,TARA THAI,Colorado,514464-4324,Felicia Morales,Colorado,607-04-06,No
148,OLAZZO RESTAURANT,Colorado,544976-6244,Felicia Morales,Colorado,607-04-06,Yes
171,BETHESDA CRAB HOUSE,Colorado,789601-4995,Felicia Morales,Colorado,607-04-06,No
48,LOCK 72 KITCHEN & BAR,Wyoming,797572-9430,Aphrodite Justice,Wyoming,685-17-03,Yes
100,Vermuteria,Wyoming,196332-2001,Aphrodite Justice,Wyoming,685-17-03,Yes
113,ALL SET,Wyoming,604478-1638,Aphrodite Justice,Wyoming,685-17-03,No
118,Lord John Russell Pub,Wyoming,804154-3375,Aphrodite Justice,Wyoming,685-17-03,Yes
138,OLD TOWN POUR HOUSE,Wyoming,722716-4519,Aphrodite Justice,Wyoming,685-17-03,No
173,PETER CHANG'S CHINA BISTRO,Wyoming,578989-6023,Aphrodite Justice,Wyoming,685-17-03,Yes
24,PIZZERIA DAMARCO,Washington,443927-4046,Suki Kirby,Washington,560-23-04,No
96,EL AMATE RESTAURANT,Washington,284564-0263,Suki Kirby,Washington,560-23-04,Yes
101,M&BZ,Washington,474140-4315,Suki Kirby,Washington,560-23-04,Yes
243,BANGKOK GARDEN RESTAURANT,Washington,577007-7120,Suki Kirby,Washington,560-23-04,Yes
16,FOREST GLEN PUB,Oregon,724454-6920,Dexter Thornton,Oregon,144-97-05,No
42,HOWARD BAR & GRILL,Oregon,564383-9375,Dexter Thornton,Oregon,144-97-05,No
103,LOS CHORROS RESTAURANT,Oregon,637478-3600,Dexter Thornton,Oregon,144-97-05,Yes
123,DUCK DUCK GOOSE,Oregon,844789-9843,Dexter Thornton,Oregon,144-97-05,No
210,SANTO POLLO ,Oregon,348034-4278,Dexter Thornton,Oregon,144-97-05,Yes
84,L'Avant Comptoir de la Mer,Arkansas,972787-2484,Ferdinand Rutledge,Arkansas,763-45-08,No
91,DOCK OF THE BAY,Arkansas,835167-6583,Ferdinand Rutledge,Arkansas,763-45-08,No
97,METRO CLUB,Arkansas,289884-2378,Ferdinand Rutledge,Arkansas,763-45-08,Yes
164,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Ferdinand Rutledge,Arkansas,763-45-08,Yes
236,LA MADELEINE,Arkansas,027174-2033,Ferdinand Rutledge,Arkansas,763-45-08,No
104,TRATTORIA SORRENTO,Kentucky,692127-6439,Veronica French,Kentucky,410-90-06,Yes
143,Respublika,Kentucky,457966-5128,Veronica French,Kentucky,410-90-06,No
152,Tavern U Okolitsy,Kentucky,302168-0412,Veronica French,Kentucky,410-90-06,No
192,TAIPEI CAFE,Kentucky,083408-0624,Veronica French,Kentucky,410-90-06,Yes
198,Long Bar,Kentucky,395573-9457,Veronica French,Kentucky,410-90-06,Yes
132,JO'S BEER-WINE,Mississippi,422040-9934,Ursula Stout,Mississippi,692-65-05,No
197,The Camel Pub,Mississippi,987575-5317,Ursula Stout,Mississippi,692-65-05,No
199,The Duke Of Argyll,Mississippi,452548-3394,Ursula Stout,Mississippi,692-65-05,Yes
216,CARAVAN,Mississippi,034340-6674,Ursula Stout,Mississippi,692-65-05,No
233,CAVA RESTAURANT,Mississippi,727659-2461,Ursula Stout,Mississippi,692-65-05,Yes
84,L'Avant Comptoir de la Mer,Arkansas,972787-2484,Laith Hanson,Arkansas,507-11-07,No
91,DOCK OF THE BAY,Arkansas,835167-6583,Laith Hanson,Arkansas,507-11-07,Yes
97,METRO CLUB,Arkansas,289884-2378,Laith Hanson,Arkansas,507-11-07,No
164,CRISFIELD SEAFOOD RESTAURANT,Arkansas,195256-6840,Laith Hanson,Arkansas,507-11-07,Yes
236,LA MADELEINE,Arkansas,027174-2033,Laith Hanson,Arkansas,507-11-07,No
61,Combat,Vermont,163829-1896,Cameron Graham,Vermont,469-26-05,Yes
69,La Fine Mousse,Vermont,234798-4284,Cameron Graham,Vermont,469-26-05,No
99,Connolly Station,Vermont,638134-8991,Cameron Graham,Vermont,469-26-05,No
114,Ulysses Pub,Vermont,603310-5963,Cameron Graham,Vermont,469-26-05,Yes
179,Kings Stores,Vermont,905752-1115,Cameron Graham,Vermont,469-26-05,Yes
242,LOS COBANOS RESTAURANT,Vermont,312938-5286,Cameron Graham,Vermont,469-26-05,Yes
67,Moonshiner,Florida,807305-7500,Yardley Paul,Florida,488-69-00,Yes
74,Aux Folies,Florida,178856-0090,Yardley Paul,Florida,488-69-00,Yes
87,Neko,Florida,097147-8367,Yardley Paul,Florida,488-69-00,Yes
119,SHALOM STRICTLY KOSHER MEATS,Florida,077097-3972,Yardley Paul,Florida,488-69-00,Yes
158,SOUTHLAWN RESTAURANT,Florida,558375-0236,Yardley Paul,Florida,488-69-00,Yes
161,Artesian,Florida,023683-4925,Yardley Paul,Florida,488-69-00,No
228,BACCHUS OF LEBANON,Florida,397549-9173,Yardley Paul,Florida,488-69-00,No
246,Brass Monkey,Florida,704506-9023,Yardley Paul,Florida,488-69-00,No
20,GRAPE AND GRAIN BOUTIQUE,Massachusetts,557483-4338,Chancellor Kramer,Massachusetts,228-19-00,Yes
31,RUSSIAN GOURMET,Massachusetts,635427-3838,Chancellor Kramer,Massachusetts,228-19-00,No
111,LA FERME,Massachusetts,978070-9847,Chancellor Kramer,Massachusetts,228-19-00,Yes
162,CHICKEN BASKET,Massachusetts,392762-0769,Chancellor Kramer,Massachusetts,228-19-00,No
170,PINES OF ROME,Massachusetts,012827-6557,Chancellor Kramer,Massachusetts,228-19-00,No
10,MAMMA LUCIA,Maryland,825954-1152,Charles Watson,Maryland,693-22-05,Yes
21,The Shark and Rose,Maryland,385233-3057,Charles Watson,Maryland,693-22-05,No
32,EL PAISANO,Maryland,269448-6792,Charles Watson,Maryland,693-22-05,Yes
38,WHEATON WINERY,Maryland,426942-2970,Charles Watson,Maryland,693-22-05,Yes
82,POSITANO RISTORANTE ITALIANO,Maryland,784026-4704,Charles Watson,Maryland,693-22-05,Yes
93,MIDWAY PUB,Maryland,589827-6299,Charles Watson,Maryland,693-22-05,Yes
125,SPRING BEER HOUSE,Nevada,556027-9498,Jocelyn Horn,Nevada,076-48-07,Yes
127,KINGSVIEW CLUB,Nevada,047272-1463,Jocelyn Horn,Nevada,076-48-07,Yes
128,Bruxelles,Nevada,935080-2824,Jocelyn Horn,Nevada,076-48-07,No
136,TAKOMA PARK PUB,Nevada,562552-4672,Jocelyn Horn,Nevada,076-48-07,Yes
160,BALDUCCI'S,Nevada,189932-3255,Jocelyn Horn,Nevada,076-48-07,No
208,SEOULFOOD DC,Nevada,328119-7933,Jocelyn Horn,Nevada,076-48-07,Yes
224,Giza Hookah Lounge,Nevada,309407-2687,Jocelyn Horn,Nevada,076-48-07,Yes
4,Blue Angel,Hawaii,802054-2166,Christopher Rojas,Hawaii,123-09-04,Yes
204,BARREL & CROW,Hawaii,938023-9690,Christopher Rojas,Hawaii,123-09-04,No
247,Daly's Wine Bar,Hawaii,686766-4572,Christopher Rojas,Hawaii,123-09-04,No
4,Blue Angel,Hawaii,802054-2166,Eric Cooper,Hawaii,861-85-06,No
204,BARREL & CROW,Hawaii,938023-9690,Eric Cooper,Hawaii,861-85-06,Yes
247,Daly's Wine Bar,Hawaii,686766-4572,Eric Cooper,Hawaii,861-85-06,No
104,TRATTORIA SORRENTO,Kentucky,692127-6439,Rebecca West,Kentucky,636-61-06,Yes
143,Respublika,Kentucky,457966-5128,Rebecca West,Kentucky,636-61-06,Yes
152,Tavern U Okolitsy,Kentucky,302168-0412,Rebecca West,Kentucky,636-61-06,No
192,TAIPEI CAFE,Kentucky,083408-0624,Rebecca West,Kentucky,636-61-06,Yes
198,Long Bar,Kentucky,395573-9457,Rebecca West,Kentucky,636-61-06,No
90,Guns & Bears Pub,Louisiana,066604-4524,Mona Malone,Louisiana,845-32-09,No
105,The Lounge,Louisiana,557061-3801,Mona Malone,Louisiana,845-32-09,Yes
177,YEKTA KABOBI,Louisiana,018125-2537,Mona Malone,Louisiana,845-32-09,Yes
180,EL PATIO,Louisiana,266006-4748,Mona Malone,Louisiana,845-32-09,No
194,TOKYO SUSHI,Louisiana,963932-2784,Mona Malone,Louisiana,845-32-09,Yes
209,TEX'S PLACE,Louisiana,137395-0748,Mona Malone,Louisiana,845-32-09,Yes
240,BENIHANA OF TOKYO,Louisiana,746233-3159,Mona Malone,Louisiana,845-32-09,No
244,AMALFI RISTORANTE,Louisiana,128083-8887,Mona Malone,Louisiana,845-32-09,Yes
12,Le Mary Céleste,Alabama,498082-1021,Walker Landry,Alabama,440-20-08,Yes
102,Podozritelnye Litsa Bar,Alabama,285412-1965,Walker Landry,Alabama,440-20-08,No
107,SOL AZTECA RESTAURANT,Alabama,844222-4211,Walker Landry,Alabama,440-20-08,No
172,THE GREENE TURTLE-Ab,Alabama,806320-3064,Walker Landry,Alabama,440-20-08,Yes
175,AJI-NIPPON RESTAURANT,Alabama,102739-1075,Walker Landry,Alabama,440-20-08,Yes
33,BARKING MAD CAFE,Montana,173337-7970,Aiko Martinez,Montana,627-45-06,Yes
58,La Commune,Montana,273086-1339,Aiko Martinez,Montana,627-45-06,Yes
59,La Fontaine de Belleville,Montana,035952-6936,Aiko Martinez,Montana,627-45-06,No
241,CANOPY,Montana,993738-4536,Aiko Martinez,Montana,627-45-06,Yes
