BillID,Time,Date,SSN,License
17569,13:53:19,2016-09-08,866-96-09,987575-5317
17570,14:59:35,2016-04-20,362-32-06,987575-5317
17571,6:48:42,2015-06-24,557-03-09,987575-5317
17572,8:46:09,2015-08-14,030-18-06,987575-5317
17573,9:32:34,2015-08-20,319-48-02,987575-5317
17574,12:09:52,2018-06-05,687-79-07,987575-5317
17575,12:54:29,2017-11-29,249-01-00,987575-5317
17576,2:44:34,2015-03-26,299-77-09,987575-5317
17577,16:41:19,2016-02-04,283-29-01,987575-5317
17578,14:53:23,2017-03-07,562-02-02,987575-5317
17579,8:26:39,2017-01-25,144-72-03,987575-5317
17580,5:51:45,2015-12-09,234-75-05,987575-5317
17581,2:35:23,2017-03-06,502-06-04,987575-5317
17582,15:40:26,2015-07-16,687-79-07,987575-5317
17583,7:45:43,2017-01-19,217-03-03,987575-5317
17584,8:25:00,2017-04-27,831-67-09,987575-5317
17585,16:11:10,2017-03-03,240-83-05,987575-5317
17586,6:39:44,2016-04-22,697-49-01,987575-5317
17587,16:05:37,2017-04-18,161-96-03,987575-5317
17588,2:30:07,2018-07-09,358-30-05,987575-5317
17589,10:25:31,2017-05-26,551-42-08,987575-5317
17590,13:12:20,2017-06-23,501-05-02,987575-5317
17591,6:34:49,2015-11-03,557-03-09,987575-5317
17592,15:44:10,2017-10-27,782-05-04,987575-5317
17593,15:13:15,2015-04-16,866-96-09,987575-5317
17594,17:42:22,2017-11-17,477-76-08,987575-5317
17595,9:05:04,2015-12-30,071-02-06,987575-5317
17596,15:58:02,2016-01-01,417-65-00,987575-5317
17597,16:13:29,2017-04-28,893-82-05,987575-5317
17598,5:24:57,2018-04-05,616-50-07,987575-5317
17599,15:37:15,2018-09-12,497-95-01,987575-5317
17600,10:56:27,2016-08-03,032-43-07,987575-5317
17601,10:53:30,2017-05-10,154-31-06,987575-5317
17602,3:17:02,2017-09-06,860-40-01,987575-5317
17603,18:16:55,2018-04-19,353-13-00,987575-5317
17604,3:54:01,2016-07-13,296-94-04,987575-5317
17605,6:24:57,2017-09-25,564-21-01,987575-5317
17606,6:32:44,2015-10-02,891-24-07,987575-5317
17607,16:03:51,2015-01-09,293-80-05,987575-5317
17608,5:35:06,2018-06-01,432-18-03,987575-5317
17609,7:13:04,2017-10-12,208-16-05,987575-5317
17610,8:39:57,2018-10-19,313-44-01,987575-5317
17611,11:17:59,2015-08-18,697-49-01,987575-5317
17612,2:16:16,2017-03-28,043-72-05,987575-5317
17613,3:39:51,2018-02-07,054-12-09,987575-5317
17614,10:20:26,2017-04-07,697-49-01,987575-5317
17615,14:20:08,2017-11-01,299-77-09,987575-5317
17616,13:37:03,2017-12-12,289-96-02,987575-5317
17617,18:34:50,2017-09-20,236-97-07,987575-5317
17618,13:46:57,2017-04-04,113-34-04,987575-5317
17619,2:35:22,2017-04-11,605-14-00,987575-5317
17620,9:48:18,2017-11-24,047-80-01,987575-5317
17621,11:58:12,2017-04-19,490-82-08,987575-5317
17622,18:40:53,2017-06-26,270-68-09,987575-5317
17623,3:40:34,2016-09-26,777-74-00,987575-5317
17624,8:34:38,2017-11-02,445-57-01,987575-5317
17625,12:23:34,2018-03-14,040-73-09,987575-5317
17626,4:36:25,2017-12-25,800-66-04,987575-5317
17627,5:01:32,2018-12-06,432-18-03,987575-5317
17628,3:29:21,2018-04-19,848-69-05,987575-5317
17629,14:18:09,2015-08-06,299-77-09,987575-5317
17630,11:48:48,2018-10-15,742-32-04,987575-5317
17631,6:07:02,2018-08-24,432-18-03,987575-5317
17632,10:58:35,2018-09-26,348-64-05,987575-5317
17633,15:18:17,2018-06-29,381-99-03,987575-5317
17634,16:59:45,2016-03-09,891-38-08,987575-5317
17635,8:28:02,2017-10-13,252-98-00,395573-9457
17636,7:25:52,2017-08-11,853-98-08,395573-9457
17637,4:57:29,2018-03-09,343-35-00,395573-9457
17638,9:41:07,2015-04-01,431-86-02,395573-9457
17639,4:24:06,2018-07-24,661-90-06,395573-9457
17640,6:18:44,2017-06-16,326-14-05,395573-9457
17641,8:04:17,2015-02-25,366-28-03,395573-9457
17642,13:29:52,2017-04-17,517-23-09,395573-9457
17643,16:27:32,2016-01-27,065-65-08,395573-9457
17644,5:34:24,2015-08-03,638-32-01,395573-9457
17645,8:50:52,2016-12-15,647-95-00,395573-9457
17646,9:47:56,2015-12-14,168-95-09,395573-9457
17647,9:51:05,2018-09-26,517-23-09,395573-9457
17648,6:19:27,2015-11-25,719-08-06,395573-9457
17649,12:37:17,2017-11-14,054-24-03,395573-9457
17650,11:33:47,2018-08-15,578-46-05,395573-9457
17651,17:54:18,2015-12-03,768-05-06,395573-9457
17652,15:16:32,2015-09-14,101-47-04,395573-9457
17653,8:51:08,2015-11-03,348-03-01,395573-9457
17654,16:47:04,2017-04-26,588-96-07,395573-9457
17655,5:13:31,2015-03-03,410-90-06,395573-9457
17656,6:44:32,2018-10-16,360-40-00,395573-9457
17657,4:23:14,2017-08-30,065-33-03,395573-9457
17658,17:12:43,2016-09-27,393-90-03,395573-9457
17659,15:52:25,2015-05-25,360-40-00,395573-9457
17660,8:23:02,2017-08-07,552-87-09,395573-9457
17661,9:45:49,2017-12-29,366-28-03,395573-9457
17662,6:56:05,2017-07-05,439-26-07,395573-9457
17663,3:04:08,2016-05-27,606-66-03,395573-9457
17664,8:24:17,2017-06-19,737-79-09,395573-9457
17665,11:22:06,2018-06-11,841-69-02,395573-9457
17666,13:47:23,2015-07-17,122-04-08,395573-9457
17667,16:39:11,2015-09-23,343-35-00,395573-9457
17668,5:09:03,2017-10-18,772-65-07,395573-9457
17669,5:54:54,2015-02-09,640-27-00,395573-9457
17670,5:31:53,2017-10-17,065-65-08,395573-9457
17671,14:14:15,2017-04-13,123-38-04,395573-9457
17672,10:36:11,2015-06-03,659-49-03,395573-9457
17673,9:40:55,2018-04-20,488-24-00,395573-9457
17674,5:55:44,2015-06-16,654-91-00,395573-9457
17675,3:21:59,2015-09-22,276-68-03,395573-9457
17676,15:17:28,2015-04-28,359-41-03,395573-9457
17677,5:16:03,2017-08-07,065-65-08,395573-9457
17678,11:10:35,2015-03-30,373-80-00,395573-9457
17679,16:50:15,2018-03-23,439-26-07,395573-9457
17680,13:04:42,2017-11-08,564-37-05,395573-9457
17681,9:18:17,2017-12-13,314-63-02,395573-9457
17682,12:53:04,2015-01-07,841-69-02,395573-9457
17683,15:55:26,2017-07-11,606-92-09,395573-9457
17684,9:19:43,2018-03-22,552-87-09,395573-9457
17685,8:50:12,2015-12-08,431-86-02,395573-9457
17686,8:05:49,2017-07-05,166-44-09,395573-9457
17687,7:49:01,2018-11-02,736-08-01,395573-9457
17688,3:35:03,2018-01-16,123-78-05,395573-9457
17689,7:28:57,2018-02-20,280-44-07,395573-9457
17690,17:23:57,2015-01-27,768-05-06,395573-9457
17691,6:18:31,2016-09-05,506-50-05,395573-9457
17692,9:05:35,2018-05-17,439-26-07,395573-9457
17693,11:25:55,2016-04-12,579-45-00,395573-9457
17694,17:45:27,2017-06-20,742-49-05,395573-9457
17695,13:16:09,2017-05-19,130-38-02,395573-9457
17696,8:21:59,2016-04-22,887-63-05,395573-9457
17697,9:36:20,2015-06-23,530-63-02,395573-9457
17698,7:12:19,2016-04-22,640-27-00,395573-9457
17699,8:58:51,2015-03-18,830-23-09,395573-9457
17700,11:00:29,2016-12-27,841-69-02,395573-9457
17701,5:33:00,2015-02-10,028-09-01,395573-9457
17702,16:25:05,2015-03-16,790-42-04,395573-9457
17703,9:30:24,2018-12-31,506-50-05,395573-9457
17704,7:45:05,2016-10-27,152-49-09,395573-9457
17705,10:36:02,2017-02-13,184-42-06,395573-9457
17706,16:00:13,2015-09-28,742-49-05,395573-9457
17707,12:58:01,2016-11-23,598-51-09,395573-9457
17708,4:37:32,2016-05-17,314-63-02,395573-9457
17709,5:22:57,2016-03-10,452-89-00,395573-9457
17710,5:25:00,2016-01-08,735-09-00,395573-9457
17711,9:20:28,2017-01-19,431-86-02,395573-9457
17712,7:48:44,2017-08-30,123-38-04,395573-9457
17713,6:59:48,2015-08-03,875-49-00,395573-9457
17714,4:45:47,2015-11-02,583-63-02,395573-9457
17715,4:05:55,2018-06-25,809-80-09,395573-9457
17716,9:49:09,2018-04-10,772-65-07,395573-9457
17717,6:04:57,2016-01-06,579-45-00,395573-9457
17718,13:18:25,2018-08-10,736-08-01,395573-9457
17719,12:11:13,2015-08-24,768-05-06,395573-9457
17720,9:57:27,2017-01-27,890-14-05,395573-9457
17721,6:55:17,2016-05-30,517-23-09,395573-9457
17722,11:10:33,2015-02-24,661-90-06,395573-9457
17723,14:50:20,2017-01-12,469-36-00,395573-9457
17724,6:26:16,2016-09-02,772-65-07,395573-9457
17725,4:40:27,2016-01-14,561-90-00,395573-9457
17726,8:20:02,2017-09-13,195-80-07,395573-9457
17727,16:56:35,2018-12-12,530-63-02,395573-9457
17728,15:55:01,2016-04-28,488-24-00,395573-9457
17729,2:31:40,2018-07-24,217-88-03,452548-3394
17730,15:11:40,2016-01-22,270-68-09,452548-3394
17731,14:02:57,2017-04-10,234-75-05,452548-3394
17732,3:46:12,2017-03-08,418-52-03,452548-3394
17733,15:46:43,2015-09-22,240-83-05,452548-3394
17734,7:15:06,2016-11-18,506-18-04,452548-3394
17735,5:57:34,2016-01-21,592-60-04,452548-3394
17736,2:58:40,2015-10-01,008-99-01,452548-3394
17737,18:29:11,2015-07-23,476-49-04,452548-3394
17738,10:27:41,2015-09-02,240-83-05,452548-3394
17739,17:14:42,2015-04-06,245-82-09,452548-3394
17740,9:37:14,2017-06-19,212-48-06,452548-3394
17741,17:08:58,2018-02-09,299-77-09,452548-3394
17742,5:01:13,2017-06-30,831-67-09,452548-3394
17743,18:10:04,2015-10-12,599-51-05,452548-3394
17744,14:02:26,2015-05-13,502-06-04,452548-3394
17745,4:17:59,2015-12-29,283-29-01,452548-3394
17746,9:19:16,2018-03-30,030-18-06,452548-3394
17747,3:52:32,2016-08-25,283-29-01,452548-3394
17748,11:32:33,2016-02-05,501-05-02,452548-3394
17749,18:09:52,2017-07-06,800-66-04,452548-3394
17750,14:38:38,2018-04-20,562-02-02,452548-3394
17751,15:22:07,2015-11-03,642-75-03,452548-3394
17752,9:51:03,2018-07-12,891-24-07,452548-3394
17753,9:14:34,2016-10-31,893-82-05,452548-3394
17754,15:06:26,2016-12-02,891-24-07,452548-3394
17755,9:38:11,2017-05-30,770-96-02,452548-3394
17756,4:06:04,2018-03-23,592-60-04,452548-3394
17757,2:33:10,2018-05-31,015-84-03,452548-3394
17758,12:31:58,2017-09-18,891-38-08,452548-3394
17759,7:16:09,2016-06-13,804-52-08,452548-3394
17760,11:17:46,2015-05-04,144-72-03,452548-3394
17761,2:41:43,2015-01-14,501-05-02,452548-3394
17762,7:31:48,2018-11-20,239-41-07,452548-3394
17763,9:20:27,2016-12-28,447-05-05,452548-3394
17764,14:03:04,2016-07-01,155-45-05,452548-3394
17765,3:16:50,2017-06-22,564-21-01,452548-3394
17766,2:11:44,2018-07-12,155-45-05,452548-3394
17767,7:04:29,2018-05-07,800-66-04,452548-3394
17768,16:05:13,2015-02-09,019-71-08,452548-3394
17769,13:53:42,2016-03-31,564-21-01,452548-3394
17770,10:58:19,2015-08-10,245-82-09,452548-3394
17771,8:24:19,2015-11-10,217-03-03,452548-3394
17772,6:19:39,2016-02-24,860-40-01,452548-3394
17773,6:58:22,2016-11-25,047-91-06,452548-3394
17774,16:36:20,2018-06-11,293-80-05,452548-3394
17775,17:49:04,2016-07-14,777-74-00,452548-3394
17776,17:53:46,2018-11-15,289-41-01,452548-3394
17777,12:30:05,2017-03-10,154-31-06,452548-3394
17778,12:24:08,2016-12-27,501-05-02,452548-3394
17779,11:50:34,2017-07-26,687-79-07,452548-3394
17780,10:47:15,2015-11-18,476-49-04,452548-3394
17781,15:14:31,2016-11-11,434-43-01,452548-3394
17782,5:33:57,2016-09-02,113-34-04,452548-3394
17783,7:27:53,2015-09-03,358-30-05,452548-3394
17784,6:34:30,2016-11-16,736-41-08,452548-3394
17785,17:11:14,2015-05-14,030-18-06,452548-3394
17786,7:01:05,2017-09-01,860-40-01,452548-3394
17787,6:00:05,2017-10-27,212-48-06,452548-3394
17788,2:41:45,2015-01-26,155-45-05,452548-3394
17789,2:59:50,2016-08-10,873-29-03,452548-3394
17790,9:10:54,2016-01-22,178-27-08,452548-3394
17791,8:55:37,2016-09-12,697-49-01,452548-3394
17792,18:26:53,2017-03-20,276-47-09,452548-3394
17793,10:23:47,2017-03-22,873-29-03,452548-3394
17794,10:37:02,2015-12-25,289-41-01,452548-3394
17795,2:13:27,2017-08-29,245-82-09,452548-3394
17796,4:02:15,2017-08-17,289-96-02,452548-3394
17797,13:43:13,2015-08-03,313-44-01,452548-3394
17798,16:00:41,2015-02-19,422-17-08,452548-3394
17799,12:40:13,2018-09-14,502-06-04,452548-3394
17800,2:24:53,2018-06-01,350-06-04,452548-3394
17801,14:28:29,2018-08-23,315-11-01,452548-3394
17802,15:34:02,2018-10-31,552-41-04,452548-3394
17803,15:49:59,2015-03-17,804-52-08,452548-3394
17804,2:51:24,2018-08-08,113-34-04,452548-3394
17805,18:16:28,2016-05-20,477-76-08,452548-3394
17806,5:59:32,2017-04-18,644-88-09,452548-3394
17807,13:56:24,2016-07-21,239-41-07,452548-3394
17808,14:23:09,2016-11-02,393-39-08,452548-3394
17809,17:08:15,2015-01-19,030-18-06,452548-3394
17810,18:59:58,2015-07-20,445-57-01,452548-3394
17811,13:18:47,2018-09-25,697-49-01,452548-3394
17812,15:53:01,2016-12-26,086-90-04,452548-3394
17813,7:45:14,2017-06-30,445-57-01,452548-3394
17814,16:39:01,2017-03-20,358-30-05,452548-3394
17815,10:31:36,2017-06-26,562-02-02,452548-3394
17816,2:15:46,2017-04-24,873-29-03,452548-3394
17817,10:57:21,2015-02-19,866-96-09,452548-3394
17818,15:53:24,2015-05-27,030-18-06,452548-3394
17819,17:35:50,2015-04-20,458-30-07,452548-3394
17820,5:14:47,2015-12-01,497-95-01,452548-3394
17821,13:34:07,2018-10-03,315-11-01,452548-3394
17822,13:34:18,2018-12-27,642-27-09,452548-3394
17823,13:55:51,2015-10-15,437-67-04,452548-3394
17824,12:51:13,2017-02-06,893-82-05,452548-3394
17825,4:14:10,2015-10-19,560-37-01,452548-3394
17826,14:19:43,2016-04-20,506-18-04,452548-3394
17827,16:46:49,2016-09-05,532-67-07,452548-3394
17828,12:36:54,2017-10-13,476-49-04,452548-3394
17829,17:57:48,2018-03-29,437-73-01,473565-3935
17830,17:54:44,2015-05-13,412-59-06,473565-3935
17831,12:03:19,2015-10-09,437-73-01,473565-3935
17832,3:08:27,2017-02-13,355-54-07,473565-3935
17833,5:18:48,2016-01-08,444-13-05,473565-3935
17834,6:55:05,2017-01-20,663-79-06,473565-3935
17835,9:23:14,2018-10-09,856-91-03,473565-3935
17836,8:51:33,2018-07-26,412-59-06,473565-3935
17837,12:34:28,2016-05-20,869-31-07,473565-3935
17838,8:43:46,2018-04-24,282-54-06,473565-3935
17839,9:23:26,2018-07-23,439-19-02,473565-3935
17840,17:11:27,2018-10-25,856-91-03,473565-3935
17841,8:16:56,2015-08-05,348-33-01,473565-3935
17842,11:56:11,2015-06-23,522-54-07,473565-3935
17843,17:20:08,2018-07-06,401-62-05,473565-3935
17844,10:28:44,2017-04-10,679-04-06,473565-3935
17845,4:31:57,2016-12-01,602-46-04,473565-3935
17846,6:52:31,2016-01-11,401-62-05,473565-3935
17847,14:30:56,2015-07-30,360-02-03,473565-3935
17848,13:33:39,2017-05-11,856-91-03,473565-3935
17849,13:05:59,2017-12-27,563-07-09,473565-3935
17850,5:29:59,2017-09-15,886-59-08,473565-3935
17851,12:09:10,2017-08-31,106-39-05,473565-3935
17852,12:01:49,2016-12-22,886-59-08,473565-3935
17853,7:23:45,2016-06-17,856-91-03,473565-3935
17854,11:05:47,2017-06-13,886-59-08,473565-3935
17855,16:56:30,2015-06-18,514-68-01,473565-3935
17856,16:59:56,2017-04-17,522-54-07,473565-3935
17857,10:12:46,2016-03-10,848-85-07,473565-3935
17858,6:09:12,2016-12-07,355-54-07,473565-3935
17859,4:01:54,2017-04-27,522-54-07,473565-3935
17860,12:18:39,2018-08-10,848-85-07,473565-3935
17861,10:04:26,2018-10-10,886-59-08,473565-3935
17862,5:55:18,2015-08-28,663-79-06,473565-3935
17863,10:01:25,2016-01-05,106-39-05,473565-3935
17864,6:44:29,2016-09-07,679-04-06,473565-3935
17865,4:52:27,2018-07-31,360-02-03,473565-3935
17866,11:51:54,2017-11-21,360-02-03,473565-3935
17867,15:57:52,2016-04-11,602-46-04,473565-3935
17868,10:36:46,2018-03-22,439-19-02,473565-3935
17869,17:35:50,2015-01-30,856-91-03,473565-3935
17870,4:35:52,2017-10-13,563-07-09,473565-3935
17871,16:15:21,2018-01-18,348-33-01,473565-3935
17872,10:21:13,2017-06-26,679-04-06,473565-3935
17873,4:59:29,2016-02-22,348-33-01,473565-3935
17874,6:44:24,2018-06-04,183-01-05,473565-3935
17875,4:58:04,2016-02-10,602-46-04,473565-3935
17876,3:30:48,2018-04-23,869-31-07,473565-3935
17877,15:16:08,2017-12-26,282-54-06,473565-3935
17878,17:08:44,2017-04-10,412-59-06,473565-3935
17879,16:48:20,2018-04-25,602-46-04,473565-3935
17880,12:47:56,2017-06-07,401-62-05,473565-3935
17881,14:54:27,2018-11-14,801-84-03,473565-3935
17882,9:28:28,2017-01-31,856-91-03,473565-3935
17883,12:44:02,2018-09-25,437-73-01,473565-3935
17884,5:53:41,2016-02-05,617-74-08,473565-3935
17885,4:07:34,2016-09-30,869-31-07,473565-3935
17886,3:44:34,2017-02-28,412-59-06,473565-3935
17887,8:02:45,2016-07-13,282-54-06,473565-3935
17888,17:11:06,2018-12-24,106-39-05,473565-3935
17889,7:34:34,2015-01-15,282-54-06,473565-3935
17890,4:48:04,2018-05-22,444-13-05,473565-3935
17891,7:53:52,2016-10-07,679-04-06,473565-3935
17892,13:29:43,2017-07-26,856-91-03,473565-3935
17893,12:33:42,2016-07-11,801-84-03,473565-3935
17894,14:00:27,2017-03-17,563-07-09,473565-3935
17895,17:02:39,2017-01-04,663-79-06,473565-3935
17896,5:52:02,2015-07-20,514-68-01,473565-3935
17897,6:13:46,2018-11-05,563-07-09,473565-3935
17898,11:38:58,2016-04-20,711-33-01,473565-3935
17899,10:11:49,2016-02-15,522-54-07,473565-3935
17900,16:32:15,2016-09-26,106-39-05,473565-3935
17901,15:15:36,2016-03-22,444-13-05,473565-3935
17902,9:05:30,2015-07-01,439-19-02,473565-3935
17903,11:21:08,2017-02-07,106-39-05,473565-3935
17904,7:37:06,2016-09-20,848-85-07,473565-3935
17905,12:18:23,2015-07-07,563-07-09,473565-3935
17906,12:57:47,2017-08-25,439-19-02,473565-3935
17907,6:02:54,2016-07-18,848-85-07,473565-3935
17908,4:33:58,2018-01-16,522-54-07,473565-3935
17909,13:31:30,2015-01-06,444-13-05,473565-3935
17910,4:23:42,2015-10-27,360-02-03,473565-3935
17911,12:24:31,2015-03-17,663-79-06,473565-3935
17912,9:22:24,2017-08-10,439-19-02,473565-3935
17913,9:52:33,2018-01-29,711-33-01,473565-3935
17914,11:47:01,2017-06-01,711-33-01,473565-3935
17915,7:02:26,2018-12-26,869-31-07,473565-3935
17916,16:47:37,2016-10-03,230-42-09,473565-3935
17917,8:37:40,2015-11-09,886-59-08,473565-3935
17918,11:32:53,2017-04-17,183-01-05,473565-3935
17919,6:00:09,2017-08-03,711-33-01,473565-3935
17920,8:52:40,2015-01-15,602-46-04,473565-3935
17921,6:55:46,2015-03-04,042-97-00,287813-8268
17922,14:47:25,2017-01-11,177-96-04,287813-8268
17923,3:41:58,2018-05-11,177-96-04,287813-8268
17924,14:40:59,2017-10-26,778-91-08,287813-8268
17925,18:36:08,2016-06-30,619-27-08,287813-8268
17926,1:58:52,2016-11-18,116-84-08,287813-8268
17927,10:18:02,2018-02-23,433-22-02,287813-8268
17928,17:08:10,2016-05-04,623-44-01,287813-8268
17929,15:41:44,2015-04-22,894-68-06,287813-8268
17930,9:46:21,2017-08-29,197-30-07,287813-8268
17931,2:04:35,2017-04-21,284-71-01,287813-8268
17932,18:38:57,2015-07-31,273-72-02,287813-8268
17933,17:00:09,2016-03-03,246-17-03,287813-8268
17934,2:11:14,2016-05-27,275-90-02,287813-8268
17935,3:23:07,2016-10-27,042-97-00,287813-8268
17936,15:10:48,2018-08-21,215-56-04,287813-8268
17937,10:36:19,2018-12-18,251-78-09,287813-8268
17938,14:26:12,2015-01-19,102-86-00,287813-8268
17939,14:28:44,2015-09-22,035-93-05,287813-8268
17940,17:20:56,2015-08-24,752-44-03,287813-8268
17941,10:46:51,2015-12-15,371-64-05,287813-8268
17942,11:49:32,2016-09-23,733-56-01,287813-8268
17943,6:13:09,2017-08-23,177-96-04,287813-8268
17944,13:44:36,2015-07-14,684-27-05,287813-8268
17945,12:10:45,2016-02-15,128-05-04,287813-8268
17946,7:18:36,2018-12-18,674-22-04,287813-8268
17947,15:21:26,2016-01-04,798-15-02,287813-8268
17948,8:19:10,2015-12-09,215-56-04,287813-8268
17949,16:38:33,2015-08-05,077-67-03,287813-8268
17950,14:02:10,2016-05-03,251-78-09,287813-8268
17951,18:50:18,2015-11-12,837-97-05,287813-8268
17952,8:07:20,2018-11-08,388-02-04,287813-8268
17953,13:27:09,2017-11-22,278-88-02,287813-8268
17954,13:42:54,2015-07-22,711-40-01,287813-8268
17955,4:30:42,2018-01-31,726-87-08,287813-8268
17956,17:26:06,2016-06-08,752-44-03,287813-8268
17957,4:47:00,2018-10-05,121-36-06,287813-8268
17958,8:47:27,2017-08-22,862-78-04,287813-8268
17959,7:58:29,2015-03-25,521-24-09,287813-8268
17960,15:59:04,2017-06-08,733-56-01,287813-8268
17961,17:38:02,2015-02-13,015-22-08,287813-8268
17962,18:08:35,2018-08-17,585-48-02,287813-8268
17963,6:26:15,2018-11-19,180-86-09,287813-8268
17964,18:29:43,2017-09-18,534-67-04,287813-8268
17965,4:27:59,2016-10-28,565-48-05,287813-8268
17966,7:18:08,2015-08-11,246-17-03,287813-8268
17967,9:00:17,2017-06-01,301-19-03,287813-8268
17968,18:16:50,2018-12-03,371-64-05,287813-8268
17969,3:47:21,2015-12-21,684-27-05,287813-8268
17970,16:18:01,2018-11-21,077-67-03,287813-8268
17971,15:43:48,2017-12-11,430-26-04,287813-8268
17972,15:45:22,2018-09-11,347-04-09,287813-8268
17973,7:35:47,2015-06-08,599-58-05,287813-8268
17974,4:33:23,2017-10-18,042-97-00,287813-8268
17975,10:47:51,2017-07-20,301-19-03,287813-8268
17976,7:29:31,2015-09-02,128-05-04,287813-8268
17977,5:05:29,2018-11-30,775-54-07,287813-8268
17978,14:28:40,2017-07-10,235-53-08,287813-8268
17979,3:43:05,2015-06-24,810-24-00,287813-8268
17980,13:43:00,2018-09-13,811-69-07,287813-8268
17981,12:19:38,2018-04-05,108-34-09,287813-8268
17982,16:20:03,2018-06-11,042-97-00,287813-8268
17983,9:17:12,2016-05-17,201-64-03,287813-8268
17984,1:13:03,2017-04-04,391-25-04,287813-8268
17985,1:32:51,2018-05-29,579-08-04,287813-8268
17986,1:08:53,2016-11-24,251-78-09,287813-8268
17987,9:56:37,2018-01-04,684-27-05,287813-8268
17988,6:09:48,2015-06-17,579-08-04,287813-8268
17989,1:16:52,2018-03-20,634-73-06,287813-8268
17990,13:21:17,2016-02-29,040-75-00,287813-8268
17991,15:15:35,2015-01-07,015-22-08,287813-8268
17992,5:03:03,2017-06-23,400-15-00,287813-8268
17993,17:58:04,2017-09-27,521-24-09,287813-8268
17994,19:24:01,2016-09-27,632-94-07,287813-8268
17995,7:07:20,2015-12-08,015-22-08,287813-8268
17996,8:11:31,2016-02-04,092-55-03,287813-8268
17997,11:00:49,2018-04-20,892-40-02,287813-8268
17998,16:27:01,2016-05-20,116-84-08,287813-8268
17999,14:45:23,2015-10-14,810-41-05,287813-8268
18000,3:44:47,2016-09-05,827-37-00,287813-8268
18001,15:53:48,2017-05-24,585-48-02,287813-8268
18002,17:51:25,2016-09-22,042-54-06,287813-8268
18003,7:08:16,2018-08-16,311-72-06,392381-3350
18004,6:12:36,2018-10-04,386-75-00,392381-3350
18005,1:43:04,2015-12-14,030-74-07,392381-3350
18006,14:38:34,2015-03-19,560-78-01,392381-3350
18007,9:02:14,2016-10-24,389-51-02,392381-3350
18008,7:16:11,2016-08-02,193-05-04,392381-3350
18009,6:52:21,2015-03-02,522-17-08,392381-3350
18010,5:21:16,2018-02-15,892-86-08,392381-3350
18011,11:52:05,2018-06-01,169-21-00,392381-3350
18012,4:26:19,2018-11-28,732-82-02,392381-3350
18013,8:52:55,2017-03-29,834-08-03,392381-3350
18014,13:17:33,2018-08-23,560-78-01,392381-3350
18015,12:00:46,2016-08-23,745-16-04,392381-3350
18016,7:30:51,2018-06-12,193-05-04,392381-3350
18017,8:28:14,2016-09-28,739-47-07,392381-3350
18018,11:46:19,2017-12-14,450-40-01,392381-3350
18019,7:15:50,2016-06-21,898-01-05,392381-3350
18020,2:12:57,2017-05-08,739-47-07,392381-3350
18021,6:42:28,2016-05-30,103-65-07,392381-3350
18022,11:44:34,2016-11-14,500-64-02,392381-3350
18023,11:51:09,2016-01-26,322-02-02,392381-3350
18024,13:28:21,2017-12-28,082-23-08,392381-3350
18025,13:32:37,2017-12-21,643-90-00,392381-3350
18026,15:13:07,2017-08-31,500-64-02,392381-3350
18027,7:18:15,2015-05-07,108-88-00,392381-3350
18028,14:57:19,2015-11-17,718-99-07,392381-3350
18029,10:47:22,2015-01-09,141-13-01,392381-3350
18030,8:18:31,2015-08-28,103-53-08,392381-3350
18031,11:27:27,2017-05-19,810-08-09,392381-3350
18032,10:26:43,2017-01-26,273-18-06,392381-3350
18033,10:17:44,2018-06-14,450-40-01,392381-3350
18034,8:21:10,2016-04-05,015-37-00,392381-3350
18035,9:57:16,2017-01-10,560-78-01,392381-3350
18036,5:20:26,2015-04-24,805-24-01,392381-3350
18037,5:08:57,2017-06-07,718-99-07,392381-3350
18038,4:15:21,2018-08-09,742-64-09,392381-3350
18039,12:45:03,2016-07-28,856-84-08,392381-3350
18040,5:17:28,2016-03-30,792-03-04,392381-3350
18041,2:58:23,2018-07-13,642-64-07,392381-3350
18042,4:19:47,2017-10-26,810-08-09,392381-3350
18043,12:25:50,2016-03-18,157-20-03,392381-3350
18044,16:24:22,2015-08-06,030-74-07,392381-3350
18045,6:52:09,2017-04-19,386-75-00,392381-3350
18046,16:06:08,2018-07-26,892-86-08,392381-3350
18047,7:07:18,2017-06-21,123-93-03,392381-3350
18048,14:15:51,2018-03-07,806-18-06,392381-3350
18049,4:31:06,2018-05-10,157-20-03,392381-3350
18050,9:49:26,2017-04-06,373-50-07,392381-3350
18051,12:32:01,2016-02-12,322-02-02,392381-3350
18052,16:23:51,2016-07-12,059-27-07,392381-3350
18053,14:07:14,2017-06-02,373-50-07,392381-3350
18054,14:36:54,2015-12-31,810-08-09,392381-3350
18055,6:35:35,2017-03-10,805-24-01,392381-3350
18056,6:32:52,2016-08-08,522-17-08,392381-3350
18057,7:56:38,2018-07-06,015-37-00,392381-3350
18058,15:32:50,2016-06-03,745-16-04,392381-3350
18059,5:17:02,2015-12-24,718-99-07,392381-3350
18060,8:15:19,2018-09-07,677-63-07,392381-3350
18061,3:30:05,2018-09-04,877-53-06,392381-3350
18062,10:58:23,2018-05-08,382-74-08,392381-3350
18063,14:58:32,2018-03-30,792-03-04,392381-3350
18064,14:20:19,2017-11-07,318-18-03,392381-3350
18065,7:11:44,2015-09-09,423-40-09,392381-3350
18066,9:35:20,2018-08-16,389-51-02,392381-3350
18067,7:17:51,2016-02-11,250-10-00,392381-3350
